,Name,Fibre Volume Fraction,Material,Test type,"smax,static","smax, fatigue",epsstatic,epsfatigue,Ncycles,Eit,Eic
0,GEV201_D0100_0001,,GE1,STC,-412.3711340206185,,-0.901,,1.0,,44.847
2,GEV201_D0100_0006,,GE1,STC,-405.2343564120865,,-0.885,,1.0,,45.844
4,GEV201_D0100_0011,,GE1,STC,-391.7062299234964,,-0.867,,1.0,,44.863
5,GEV201_D0100_0016,,GE1,STT,812.2481318292968,,2.104,,1.0,44.578,
7,GEV201_D0100_0021,,GE1,CA,,288.4146710774884,,0.642,791.0,45.024,
8,GEV201_D0100_0026,,GE1,CA,,285.41745156465845,,0.636,469.0,44.673,
9,GEV201_D0100_0031,,GE1,STT,859.0977904636057,,2.148,,1.0,44.911,
10,GEV201_R0100_0001,,GE1,STT,879.4726681881544,,,,1.0,39.43,
12,GEV201_R0100_0006,,GE1,STC,-470.5032185090782,,-1.191,,1.0,,39.781
14,GEV201_R0100_0011,,GE1,STT,841.8359550659908,,,,1.0,39.523,
16,GEV201_R0100_0016,,GE1,STC,-505.91416799295587,,-1.266,,1.0,,39.243
18,GEV201_R0100_0021,,GE1,STC,-593.4358725929515,,-1.496,,1.0,,40.075
20,GEV201_R0100_0026,,GE1,STT,751.7442297975725,,-1.96,,1.0,39.19,
22,GEV201_R0100_0031,,GE1,CA,,306.9908841249751,,0.765,13655.0,40.299,
24,GEV201_R0100_0036,,GE1,CA,,262.2675653701907,,0.658,24325.0,39.95,
26,GEV202_D0100_0001,,GE1,STT,712.2808794439866,,,,1.0,,
27,GEV202_D0100_0004,,GE1,CA,,493.84441925415814,,,100.0,,
28,GEV202_D0100_0006,,GE1,STT,688.8748680490677,,,,1.0,,
29,GEV202_D0100_0009,,GE1,CA,,305.4204494261913,,,46046.0,,
30,GEV202_D0100_0011,,GE1,CA,,229.64169007098226,,,82468.0,,
31,GEV202_D0100_0014,,GE1,CA,,302.4604400648173,,,23400.0,,
32,GEV202_D0100_0016,,GE1,CA,,267.2082086361693,,,9305.0,,
33,GEV202_D0100_0019,,GE1,CA,,262.4349161407971,,,173000.0,,
34,GEV202_D0100_0021,,GE1,STC,-420.8749128678034,,-1.137,,1.0,,37.454
35,GEV202_D0100_0026,,GE1,STC,-429.47938616539244,,-1.157,,1.0,,38.102
36,GEV202_D0100_0031,,GE1,STC,-394.7526147022686,,-1.08,,1.0,,37.959
38,GEV202_R0100_0006,,GE1,STT,689.6088836590255,,,,1.0,,
40,GEV202_R0100_0011,,GE1,STT,675.224736786876,,,,1.0,,
42,GEV202_R0100_0016,,GE1,CA,,249.12379602028298,,,11674.0,,
44,GEV202_R0100_0021,,GE1,CA,,248.73102759670755,,,9153.0,,
46,GEV202_R0100_0026,,GE1,STC,-485.7987567594885,,-1.399,,1.0,,34.364
48,GEV202_R0100_0031,,GE1,STC,-510.0514632140391,,-1.543,,1.0,,34.254
50,GEV202_R0100_0036,,GE1,STC,-509.4388553543483,,-1.537,,1.0,,35.017
54,GEV203_D0100_0011,,GE1,CA,,190.21677103226838,,,36165.0,,
55,GEV203_D0100_0016,,GE1,CA,,196.17844391258285,,,172.0,,
56,GEV203_D0100_0021,,GE1,STC,-499.64836129827944,,,,1.0,,
57,GEV203_D0100_0026,,GE1,STC,-496.2285054141198,,,,1.0,,
58,GEV203_D0100_0031,,GE1,STC,-443.83510965306004,,,,1.0,,
59,GEV203_R0100_0001,,GE1,STT,483.12603917535046,,,,1.0,,
62,GEV203_R0100_0016,,GE1,CA,,174.68443257255768,,,1283.0,,
63,GEV203_R0100_0021,,GE1,CA,,174.88274112207768,,,721.0,,
65,GEV203_R0100_0026,,GE1,STC,-463.96924014533585,,,,1.0,,
67,GEV203_R0100_0031,,GE1,STC,-489.042987850307,,,,1.0,,
68,GEV203_R0100_0036,,GE1,STC,-460.24590882781126,,,,1.0,,
69,GEV204_R0200_0001,,GE1,STT,768.1543488312889,,,,1.0,,
70,GEV204_R0200_0002,,GE1,STC,-523.6446813507746,,-1.2,,1.0,,35.4
72,GEV204_R0200_0006,,GE1,STC,-461.0628595569141,,-1.3301,,1.0,,34.43974875
73,GEV204_R0200_0007,,GE1,CA,,207.9574235627142,,0.55,190082.0,37.0,37.1
75,GEV204_R0200_0011,,GE1,STC,-459.3476372337662,,-1.3018,,1.0,,35.08076872
76,GEV204_R0200_0012,,GE1,CA,,254.8585904991395,,0.69,3701.0,37.8,37.8
78,GEV204_R0200_0016,,GE1,CA,,231.07084199300996,,,12172.0,,
79,GEV204_R0200_0017,,GE1,CA,,259.92287958699154,,0.72,7734.0,36.0,35.8
81,GEV204_R0300_0031,,GE1,CA,,230.85341006299086,,,62921.0,,
82,GEV204_R0300_0032,,GE1,STC,-451.04166666666663,,-1.23,,1.0,,36.0
84,GEV204_R0300_0036,,GE1,STC,-440.1660781772528,,-1.2399,,1.0,,35.33402263
85,GEV204_R0300_0037,,GE1,CA,,259.9452258274149,,0.68,2313.0,37.4,37.5
87,GEV204_R0300_0041,,GE1,STC,-484.12263571388814,,-1.3929,,1.0,,34.749590530000006
88,GEV204_R0300_0042,,GE1,CA,,260.9311514518955,,0.7,1375.0,36.4,36.3
90,GEV204_R0300_0046,,GE1,STT,801.1764037087415,,,,1.0,,
91,GEV204_R0300_0047,,GE1,CA,,260.0,,0.69,11627.0,37.5,37.2
93,GEV204_R0400_0061,,GE1,STT,791.6800864608759,,,,1.0,,
94,GEV204_R0400_0062,,GE1,STC,-519.1636164752409,,-1.35,,1.0,,38.2
96,GEV204_R0400_0066,,GE1,STC,-426.80425016215827,,-1.2074,,1.0,,35.25517068
97,GEV204_R0400_0067,,GE1,CA,,389.9223274723675,,1.05,139.0,37.4,37.3
99,GEV204_R0400_0071,,GE1,STC,-419.37637580681235,,-1.2332,,1.0,,34.97965269
102,GEV204_R0400_0076,,GE1,CA,,227.45720634434142,,,61144.0,,
103,GEV204_R0400_0077,,GE1,CA,,259.78656750630364,,0.69,1811.0,37.7,37.5
105,GEV205_R0400_0037,,GE1,STC,-522.9205116704289,,-1.95,,1.0,,27.66
106,GEV205_R0400_0042,,GE1,CA,,258.56096140286337,,1.02,168.0,27.9,25.9
107,GEV205_R0400_0047,,GE1,CA,,259.0133859859144,,0.97,336.0,29.1,31.8
108,GEV205_R0500_0062,,GE1,STC,-501.6214271476009,,-2.0,,1.0,,29.91
109,GEV205_R0500_0067,,GE1,CA,,199.35271295158995,,0.79,1897.0,27.4,25.6
110,GEV206_R0300_0049,53.31,GE1,STT,795.3933642910022,,2.25,,1.0,36.63,
111,GEV206_R0300_0050,53.31,GE1,STT,796.2400066622251,,2.2,,1.0,38.13,
112,GEV206_R0300_0051,53.31,GE1,STT,786.3021751910642,,2.24,,1.0,37.36,
113,GEV206_R0300_0052,53.31,GE1,STC,-393.41799246712077,,-1.07,,1.0,,36.87
114,GEV206_R0300_0053,53.31,GE1,STC,-397.56220790703554,,-1.1,,1.0,,37.36
115,GEV206_R0300_0054,53.31,GE1,STC,-472.62840706184403,,-1.24,,1.0,,39.05
116,GEV206_R0300_0055,53.31,GE1,STT,777.2261291600634,,2.28,,1.0,38.02,
117,GEV206_R0300_0056,53.31,GE1,STT,794.1822747724183,,2.08,,1.0,37.6,
118,GEV206_R0300_0057,53.31,GE1,STT,778.0774940928005,,2.28,,1.0,37.0,
119,GEV206_R0300_0058,53.31,GE1,STC,-473.09033175394745,,-1.22,,1.0,,38.13
120,GEV206_R0300_0059,53.31,GE1,STC,-491.9871065447941,,-1.25,,1.0,,38.59
121,GEV206_R0300_0060,53.31,GE1,STC,-486.88810642116914,,-1.23,,1.0,,38.73
122,GEV206_R0300_0001,53.31,GE1,STC,-504.43880786303106,,1.3,,1.0,,38.3
123,GEV206_R0300_0002,53.31,GE1,STC,-489.61052631578946,,1.3,,1.0,,38.4
124,GEV206_R0300_0003,53.31,GE1,STC,-480.62105263157895,,1.3,,1.0,,37.2
125,GEV206_R0300_0004,53.31,GE1,STC,-488.3263157894737,,1.3,,1.0,,37.4
126,GEV206_R0300_0005,53.31,GE1,STC,-478.89467769945855,,1.3,,1.0,,37.7
127,GEV206_R0300_0006,53.31,GE1,STC,-493.86045561344366,,1.2,,1.0,,43.7
128,GEV206_R0300_0007,53.31,GE1,STT,776.4102564102565,,2.0,,1.0,37.8,
129,GEV206_R0300_0008,53.31,GE1,CA,,263.15789473684214,,0.7,1952.0,37.1,40.7
130,GEV206_R0300_0009,53.31,GE1,CA,,153.84615384615387,,0.4,2972910.0,37.3,37.8
131,GEV206_R0300_0010,53.31,GE1,CA,,190.29128205128208,,,37601.0,,
132,GEV206_R0300_0011,53.31,GE1,CA,,390.59789473684214,,,17403.0,,
133,GEV206_R0300_0012,53.31,GE1,CA,,341.7731578947368,,,43033.0,,
134,GEV206_R0300_0013,53.31,GE1,CA,,292.94842105263166,,,226935.0,,
135,GEV206_R0300_0014,53.31,GE1,CA,,244.1236842105263,,,977128.0,,
136,GEV206_R0300_0017,53.31,GE1,CA,,210.5263157894737,,0.6,37153.0,37.4,37.9
137,GEV206_R0300_0018,53.31,GE1,CA,,341.7731578947368,,,23612.0,38.220004,
138,GEV206_R0300_0061 ,53.31,GE1,STT,823.8489000091539,,,,1.0,39.3755,
139,GEV206_R0300_0062,53.31,GE1,STT,799.9496755118944,,,,1.0,38.447,
140,GEV206_R0300_0063,53.31,GE1,STT,834.1650157150732,,,,1.0,39.973,
141,GEV206_R0300_0064,53.31,GE1,STT,823.5818949246765,,,,1.0,39.3,
142,GEV206_R0300_0065,53.31,GE1,STT,855.7550619440048,,,,1.0,39.3305,
143,GEV206_R0300_0066,53.31,GE1,STC,-561.5008940247125,,,,1.0,,37.911500000000004
144,GEV206_R0300_0067,53.31,GE1,STC,-565.9459698456914,,,,1.0,,38.846000000000004
145,GEV206_R0300_0068,53.31,GE1,STC,-567.0454061874973,,,,1.0,,33.2425
146,GEV206_R0300_0069,53.31,GE1,STC,-555.1439401260617,,,,1.0,,38.086
147,GEV206_R0300_0070,53.31,GE1,STC,-553.7712999221093,,,,1.0,,39.3965
148,GEV207_R0400_0074,53.03946221258943,GE1,STT,517.8825394604929,,2.346,,1.0,25.75,
149,GEV207_R0400_0075,53.03946221258943,GE1,STT,519.5187244432677,,2.281,,1.0,26.42,
150,GEV207_R0400_0076,53.03946221258943,GE1,STT,525.8407313482919,,2.248,,1.0,27.01,
151,GEV207_R0400_0077,53.03946221258943,GE1,STT,500.54768341568,,2.192,,1.0,26.55,
152,GEV207_R0400_0078,53.03946221258943,GE1,STT,530.8332047739927,,2.407,,1.0,26.35,
153,GEV207_R0400_0034,53.03946221258943,GE1,STC,-409.8637869104819,,1.735,,1.0,,26.34
154,GEV207_R0400_0027,53.03946221258943,GE1,STC,-404.6259732791954,,-1.693,,1.0,,26.9
155,GEV207_R0400_0029,53.03946221258943,GE1,STC,-402.2579291170202,,-1.682,,1.0,,27.17
156,GEV207_R0400_0030,53.03946221258943,GE1,STC,-403.5513451711507,,-1.651,,1.0,,27.43
157,GEV207_R0400_0033,53.03946221258943,GE1,STC,-416.12622086195825,,-1.668,,1.0,,27.18
158,GEV206_R0300_0025,53.31,GE1,STT,862.0596644548741,,2.35,,1.0,39.156,
159,GEV206_R0300_0026,53.31,GE1,STT,864.6575342465756,,2.27,,1.0,38.882,
160,GEV206_R0300_0027,53.31,GE1,STT,840.9604823947452,,2.32,,1.0,38.778,
161,GEV206_R0300_0028,53.31,GE1,STT,814.5571313888145,,2.33,,1.0,39.185,
162,GEV206_R0300_0029,53.31,GE1,STT,809.6,,2.21,,1.0,39.094,
163,GEV206_R0300_0030,53.31,GE1,STC,-599.6453710171403,,-1.558,,1.0,,38.666
164,GEV206_R0300_0031,53.31,GE1,STC,-553.4876193558828,,-1.429,,1.0,,38.496
165,GEV206_R0300_0032,53.31,GE1,STC,-591.0483047659986,,-1.559,,1.0,,38.334
166,GEV206_R0300_0033,53.31,GE1,STC,-627.6264803798505,,-1.578,,1.0,,39.435
167,GEV206_R0300_0034,53.31,GE1,STC,-569.4980694980695,,-1.434,,1.0,,39.708
168,GEV207_R0400_0134,48.7663491086676,GE1,STT,528.8058450113787,,2.26,,1.0,27.697,
169,GEV207_R0400_0135,48.7663491086676,GE1,STT,535.236396074933,,2.298,,1.0,27.807,
170,GEV207_R0400_0136,48.7663491086676,GE1,STT,539.2097264437691,,2.349,,1.0,27.441,
171,GEV207_R0400_0137,48.7663491086676,GE1,STT,536.2785518673447,,2.203,,1.0,27.842,
172,GEV207_R0400_0138,48.7663491086676,GE1,STT,525.8991888947322,,2.195,,1.0,27.602,
173,GEV207_R0400_0098,50.83954701453369,GE1,STC,-457.07153258640676,,-1.913,,1.0,,28.061
174,GEV207_R0400_0099,50.83954701453369,GE1,STC,-498.6788015847171,,-1.991,,1.0,,28.497
175,GEV207_R0400_0100,50.83954701453369,GE1,STC,-500.2519254300728,,-2.062,,1.0,,27.982
176,GEV207_R0400_0101,50.83954701453369,GE1,STC,-501.0357951534422,,-2.079,,1.0,,28.54
177,GEV207_R0400_0102,50.83954701453369,GE1,STC,-474.44602593119754,,-1.89,,1.0,,27.81
178,GEV207_R0400_0141,48.7663491086676,GE1,STT,543.9356554006235,,,,1.0,26.56,
179,GEV207_R0400_0142,48.7663491086676,GE1,STT,578.0165275279617,,,,1.0,26.91,
180,GEV207_R0400_0143,48.7663491086676,GE1,STT,574.5192651880701,,,,1.0,27.36,
181,GEV207_R0400_0144,48.7663491086676,GE1,STT,551.4627146956783,,,,1.0,27.06,
182,GEV207_R0400_0145,48.7663491086676,GE1,STT,547.701908661863,,,,1.0,28.63,
183,GEV207_R0400_0146,48.7663491086676,GE1,STC,-508.3878006067159,,,,1.0,,30.43
184,GEV207_R0400_0147,48.7663491086676,GE1,STC,-504.325188881791,,,,1.0,,29.06
185,GEV207_R0400_0148,48.7663491086676,GE1,STC,-474.0304254605388,,,,1.0,,38.38
186,GEV207_R0400_0149,48.7663491086676,GE1,STC,-517.0755170755172,,,,1.0,,27.73
187,GEV207_R0400_0150,48.7663491086676,GE1,STC,-538.9808362369338,,,,1.0,,27.53
188,GEV207_R0400_0041,53.03946221258943,GE1,CA,,263.7390460382878,,1.06628054065,265.0,26.615964311238834,25.093255492015864
189,GEV207_R0400_0040,53.03946221258943,GE1,CA,,204.16734722449075,,0.79914764115,443.0,27.07504598131373,25.185575863437826
190,GEV207_R0400_0044,53.03946221258943,GE1,CA,,174.18118714155773,,0.735092857209536,744.0,26.039948783743277,23.167061334972402
191,GEV207_R0400_0037,53.03946221258943,GE1,CA,,175.30467465497605,,0.7068984215,1141.0,26.267309168689632,24.871793277620753
192,GEV207_R0400_0036,53.03946221258943,GE1,CA,,145.89427256045812,,0.5741431369666666,1403.0,26.39080098866607,25.456420144516468
193,GEV207_R0400_0039,53.03946221258943,GE1,CA,,146.5804539068968,,0.5805767728,2923.0,26.24139817774514,25.33313249226444
194,GEV207_R0400_0032,53.03946221258943,GE1,CA,,116.2895493489239,,0.459093794,8142.0,27.249106875501795,26.9535350420518
195,GEV207_R0400_0031,53.03946221258943,GE1,CA,,117.9389152424123,,0.4581291949333333,11786.0,26.33780827025443,25.7684130701132
196,GEV207_R0400_0069,53.03946221258943,GE1,CA,,111.49354338282234,,0.42241878850000003,9009.0,27.518137681419613,27.5100941715916
197,GEV207_R0400_0043,53.03946221258943,GE1,CA,,104.97846774983711,,0.42143425916666666,3055330.0,25.686771050235695,25.12015702114149
198,GEV207_R0400_0070,53.03946221258943,GE1,CA,,106.56720394298655,,0.42147533270000015,4646705.0,26.842214061151225,26.19809200731702
199,GEV207_R0400_0035,53.03946221258943,GE1,CA,,98.99133651114931,,0.4007811025,7223777.0,26.95128239714232,26.637572250568596
200,GEV206_R0300_0216,52.55160082312203,GE1,CA,,215.28154520481888,,0.59136542345,17370.0,37.98979107714018,38.045386630952486
201,GEV206_R0300_0217,52.55160082312203,GE1,CA,,258.0959538813502,,0.7723224244499999,985.0,36.49479355132408,36.65488629825636
202,GEV206_R0300_0225,52.55160082312203,GE1,CA,,265.82623045645556,,0.75593541465,1458.0,39.58141320212784,38.60613956748127
204,GEV206_R0300_0229,52.55160082312203,GE1,CA,,213.05819625147353,,,172044.0,,
205,GEV206_R0300_0230,52.55160082312203,GE1,CA,,246.35587372779023,,,2566.0,,
206,GEV206_R0300_0231,52.55160082312203,GE1,CA,,378.9881896703684,,,2050.0,,
207,GEV206_R0300_0232,52.55160082312203,GE1,CA,,195.44114630011552,,,844145.0,,
208,GEV206_R0300_0233,50.867503888592644,GE1,CA,,199.25280199252805,,,409950.0,,
209,GEV206_R0300_0234,50.867503888592644,GE1,CA,,297.9777399301942,,,102733.0,,
210,GEV206_R0300_0235,50.867503888592644,GE1,CA,,270.84706604099904,,,898.0,,
211,GEV206_R0300_0236,50.867503888592644,GE1,CA,,243.03212845853082,,,92160.0,,
212,GEV206_R0300_0237,50.867503888592644,GE1,CA,,399.5443934293738,,,795.0,,
213,GEV206_R0300_0238,50.867503888592644,GE1,CA,,303.7769819413215,,,1067.0,,
214,GEV206_R0300_0239,50.867503888592644,GE1,CA,,348.4589784711865,,,801.0,,
215,GEV206_R0300_0240,50.867503888592644,GE1,CA,,332.16663836698734,,,480.0,,
216,GEV206_I0100_0001,,GE1,STT,787.6760000000003,,2.2490257946879284,,1.0,41.76194466982662,
217,GEV206_I0100_0002,,GE1,STT,768.476,,2.223073389124933,,1.0,32.75888281539532,
218,GEV206_I0100_0003,,GE1,STT,811.407,,2.112745076493607,,1.0,43.80162730060567,
219,GEV206_I0100_0004,,GE1,STT,823.701,,2.035444182282158,,1.0,37.71466429317375,
221,GEV206_I0100_0006,,GE1,STT,779.13,,2.249335304238151,,1.0,42.943086471797415,
222,GEV206_I0100_0007,,GE1,STT,806.51,,2.4247838311164616,,1.0,37.25293568548901,
223,GEV206_I0100_0008,,GE1,STT,825.14,,2.2644981509253084,,1.0,38.86230462737713,
224,GEV206_I0100_0009,,GE1,STT,799.82,,2.3229501232934644,,1.0,38.4513632209007,
225,GEV206_I0100_0010,,GE1,STT,822.9269999999999,,2.0235963168931663,,1.0,35.70847402275111,
226,GEV206_I0190_0001,51.63909620724971,GE1,STT,54.32056,,0.4790670156429191,,1.0,12.847156453373552,
227,GEV206_I0190_0002,51.63909620724971,GE1,STT,56.48597,,0.5454952043264071,,1.0,12.365698658197104,
228,GEV206_I0190_0003,51.63909620724971,GE1,STT,54.89262999999999,,0.5622437578401718,,1.0,16.215504098622652,
229,GEV206_I0190_0004,51.63909620724971,GE1,STT,53.09818299999999,,0.45236076458176677,,1.0,13.811789663423806,
230,GEV206_I0190_0005,51.63909620724971,GE1,STT,51.29399000000001,,0.46613184282211684,,1.0,13.054799920487905,
231,GEV206_I0190_0006,51.63909620724971,GE1,STT,55.509424,,0.48005716415094524,,1.0,13.7778234369943,
232,GEV206_I0190_0007,51.63909620724971,GE1,STT,54.590599999999995,,0.46498242461257205,,1.0,13.139605690573992,
233,GEV206_I0190_0008,51.63909620724971,GE1,STT,58.423016000000004,,0.4980241149960491,,1.0,14.070892586201776,
234,GEV206_I0190_0009,51.63909620724971,GE1,STT,60.184348,,0.5053920094585799,,1.0,14.53169238288694,
235,GEV206_I0190_0010,51.63909620724971,GE1,STT,52.3434666,,0.4660015853127067,,1.0,13.774712464348474,
236,GEV206_I0190_0011,51.63909620724971,GE1,STT,54.7498847,,0.43624138480216823,,1.0,14.295831123552352,
238,GEV206_I0200_0001,53.10653946274703,GE1,STC,-662.08,,-1.9795427384876934,,1.0,,40.990136299320305
239,GEV206_I0200_0002,53.10653946274703,GE1,STC,-773.62,,-2.120079086976098,,1.0,,39.13989624344953
240,GEV206_I0200_0003,53.10653946274703,GE1,STC,-639.74,,-1.4787643387806382,,1.0,,39.26599504241041
241,GEV206_I0200_0004,53.10653946274703,GE1,STC,-595.99,,-0.9929613916112525,,1.0,,42.98272609498932
242,GEV206_I0200_0005,53.10653946274703,GE1,STC,-706.59,,-1.670809603222051,,1.0,,39.12857193125897
243,GEV206_I0200_0006,53.10653946274703,GE1,STC,-774.49,,-2.0414560557971866,,1.0,,39.48544484334265
244,GEV206_I0200_0007,53.10653946274703,GE1,STC,-729.23,,-1.9157040019962115,,1.0,,39.75815002062927
245,GEV206_I0200_0008,53.10653946274703,GE1,STC,-688.93,,-1.6065679583756425,,1.0,,40.75013766579538
246,GEV206_I0200_0009,53.10653946274703,GE1,STC,-721.35,,-1.8781310688375932,,1.0,,39.43852655824124
247,GEV206_I0200_0010,53.10653946274703,GE1,STC,-571.22,,-1.8028216370019539,,1.0,,37.93561896607595
248,GEV206_I0290_0001,52.73064914935323,GE1,STC,-171.81711169999997,,-1.8263827066780443,,1.0,,15.50764555787798
249,GEV206_I0290_0002,52.73064914935323,GE1,STC,-154.92791810000003,,-1.5375114511874182,,1.0,,14.600186437338394
250,GEV206_I0290_0003,52.73064914935323,GE1,STC,-173.48648,,-1.9607843137254901,,1.0,,14.723034465737474
251,GEV206_I0290_0004,52.73064914935323,GE1,STC,-151.51,,-1.9607843137254901,,1.0,,13.829097111839065
252,GEV206_I0290_0005,52.73064914935323,GE1,STC,-161.99,,-2.328076914516127,,1.0,,13.929067985388148
253,GEV206_I0290_0006,52.73064914935323,GE1,STC,-169.05,,-2.202224100304449,,1.0,,14.453838334366967
254,GEV206_I0290_0007,52.73064914935323,GE1,STC,-155.31,,-2.249807870312021,,1.0,,13.617124416138982
255,GEV206_I0290_0008,52.73064914935323,GE1,STC,-161.76,,-2.4940188047667124,,1.0,,13.822486613422008
256,GEV206_I0290_0009,52.73064914935323,GE1,STC,-149.11,,-2.3657924867622944,,1.0,,13.35556307088315
257,GEV206_I0290_0010,52.73064914935323,GE1,STC,-168.06,,-2.283375281649492,,1.0,,14.152345951691089
258,GEV207_I0100_0001,53.480371198199826,GE1,STT,544.2980000000001,,2.3936864365787094,,1.0,28.983839455616696,
259,GEV207_I0100_0002,53.480371198199826,GE1,STT,555.9110000000001,,2.5834299771058857,,1.0,28.370533972472924,
260,GEV207_I0100_0003,53.480371198199826,GE1,STT,562.52,,2.4482534960950777,,1.0,27.61732370430338,
261,GEV207_I0100_0004,53.480371198199826,GE1,STT,519.75,,2.280851176853816,,1.0,27.517563087670066,
262,GEV207_I0100_0005,53.480371198199826,GE1,STT,545.6,,2.3133522062887395,,1.0,27.585895393591017,
263,GEV207_I0100_0006,53.480371198199826,GE1,STT,571.894,,2.3886113723431803,,1.0,29.833173894472395,
264,GEV207_I0100_0007,53.480371198199826,GE1,STT,552.023,,1.9409270186268288,,1.0,27.523028823861114,
265,GEV207_I0100_0008,53.480371198199826,GE1,STT,584.8830000000002,,2.488274850127516,,1.0,29.209321302690284,
266,GEV207_I0100_0009,53.480371198199826,GE1,STT,565.0014400000001,,1.880263392107547,,1.0,28.29246138024495,
267,GEV207_I0100_0010,53.480371198199826,GE1,STT,536.0256,,2.276096392099785,,1.0,29.729427310979794,
268,GEV207_I0190_0001,50.45829782586597,GE1,STT,147.0,,2.7050440317774247,,1.0,14.73511896149721,
269,GEV207_I0190_0002,50.45829782586597,GE1,STT,145.506,,3.114633836840792,,1.0,14.482655792263339,
270,GEV207_I0190_0003,50.45829782586597,GE1,STT,140.446,,2.987474386793392,,1.0,14.860861987721616,
271,GEV207_I0190_0004,50.45829782586597,GE1,STT,141.22789999999998,,2.2183822065029606,,1.0,13.428569923070768,
272,GEV207_I0190_0005,50.45829782586597,GE1,STT,147.8352,,2.4116042300700236,,1.0,15.329436528174673,
273,GEV207_I0190_0006,50.45829782586597,GE1,STT,143.75189999999998,,2.380479448987714,,1.0,15.610815192734133,
274,GEV207_I0190_0007,50.45829782586597,GE1,STT,141.4831,,2.4375005904221694,,1.0,15.154867545524633,
275,GEV207_I0200_0001,51.37405940328543,GE1,STC,-507.85,,-2.273279872908355,,1.0,,25.85020779716361
276,GEV207_I0200_0002,51.37405940328543,GE1,STC,-499.51,,-2.277023530129166,,1.0,,25.28834703286484
277,GEV207_I0200_0003,51.37405940328543,GE1,STC,-472.1931618000003,,-1.8724695363081676,,1.0,,27.757058190687218
278,GEV207_I0200_0004,51.37405940328543,GE1,STC,-521.18,,-2.1013744183842653,,1.0,,30.69433828481492
279,GEV207_I0200_0005,51.37405940328543,GE1,STC,-521.18,,-2.286343226645654,,1.0,,26.68887639275694
280,GEV207_I0200_0006,51.37405940328543,GE1,STC,-495.19,,-1.9607843137254901,,1.0,,28.348267997430355
281,GEV207_I0200_0007,51.37405940328543,GE1,STC,-524.56,,-2.2210297533584145,,1.0,,26.628493465478556
282,GEV207_I0200_0008,51.37405940328543,GE1,STC,-493.76,,-2.453908496303588,,1.0,,26.718459132764337
283,GEV207_I0200_0009,51.37405940328543,GE1,STC,-510.36,,-1.7679798977994063,,1.0,,25.95906879099978
285,GEV207_I0290_0001,52.85919632567704,GE1,STC,-194.95,,-1.9607554930639073,,1.0,,14.931357701975067
286,GEV207_I0290_0002,52.85919632567704,GE1,STC,-194.51,,-2.6815820152061853,,1.0,,15.188445324439478
287,GEV207_I0290_0003,52.85919632567704,GE1,STC,-193.92,,-2.6815820152061853,,1.0,,15.188445324439478
288,GEV207_I0290_0004,52.85919632567704,GE1,STC,-193.94,,-2.911208151382824,,1.0,,14.400624502990905
289,GEV207_I0290_0005,52.85919632567704,GE1,STC,-198.13,,-1.9926847339885452,,1.0,,14.471281367659714
290,GEV207_I0290_0006,52.85919632567704,GE1,STC,-196.54,,-1.9119326095741802,,1.0,,15.485049875768093
291,GEV207_I0290_0007,52.85919632567704,GE1,STC,-196.65,,-1.97581468880654,,1.0,,13.671915828163854
292,GEV207_I0290_0008,52.85919632567704,GE1,STC,-199.26,,-1.8160110594445142,,1.0,,15.091716918244089
293,GEV207_I0290_0009,52.85919632567704,GE1,STC,-206.69756452199204,,-3.4399703676581064,,1.0,,15.856145048125917
294,GEV207_I0290_0010,52.85919632567704,GE1,STC,-201.12222974761042,,-3.4872749902329123,,1.0,,14.971419657793263
295,GEV206_R0300_0015,53.31,GE1,CA,,263.15789473684214,,0.7,1915.0,36.8,37.7
296,GEV206_R0300_0016,53.31,GE1,STT,776.1789473684211,,2.2,,1.0,38.2,
297,GEV206_R0300_0019,53.31,GE1,CA,,188.71880897462782,,,61583.0,,
298,GEV206_R0300_0020,53.31,GE1,CA,,210.5263157894737,,0.6,25909.0,37.2,37.9
299,GEV206_R0300_0021,53.31,GE1,CA,,209.68756552736423,,0.7,34434.0,37.3,38.2
300,GEV206_R0300_0022,53.31,GE1,STT,787.1671209897252,,2.2,,1.0,36.2,
301,GEV206_R0300_0023,53.31,GE1,CA,,263.15789473684214,,0.7,918.0,37.0,37.7
302,GEV206_R0300_0024,53.31,GE1,CA,,189.47368421052636,,0.5,147344.0,37.2,37.8
303,GEV206_R0300_0129,50.80563921907239,GE1,STC,-474.0364263048474,,1.2,,1.0,,38.96214
304,GEV206_R0300_0130,50.80563921907239,GE1,STC,-457.31623783783783,,1.2,,1.0,,39.425975
305,GEV206_R0300_0131,50.80563921907239,GE1,STC,-465.3443766346992,,1.2,,1.0,,38.9
306,GEV206_R0300_0132,52.32048779813457,GE1,STC,-456.74753820033953,,1.2,,1.0,,37.756169
307,GEV206_R0300_0133,52.32048779813457,GE1,CA,,304.5201882043987,,0.8,427.0,37.756169,38.127237
308,GEV206_R0300_0134,52.32048779813457,GE1,CA,,181.24454575056984,,0.45,637624.0,38.220004,40.168110999999996
309,GEV206_R0300_0135,52.32048779813457,GE1,CA,,256.8869073992025,,0.6,2440.0,39.054907,39.147674
310,GEV206_R0300_0136,52.32048779813457,GE1,CA,,253.7668235036656,,0.6,2306.0,39.425975,39.240441
311,GEV206_R0300_0137,52.32048779813457,GE1,STT,729.312033404941,,2.1,,1.0,37.014033,
