,Name,Fibre Volume Fraction,Material,Test type,"smax,static","smax, fatigue",epsstatic,epsfatigue,Ncycles,Eit,Eic
603,GEV207_R0400_0294,52.15680624164679,GE1,CA,,194.97552119141685,,0.7488275189972328,1023212.0,27.4994323098746,
604,GEV207_R0400_0123,49.69349613009026,GE1,CA,,159.99115993003176,,0.6251586983623779,5167411.0,28.7992694462587,
605,GEV207_R0400_0049,53.03946221258943,GE1,CA,,234.12410919028173,,0.969,2091.0,25.9,23.68
606,GEV207_R0400_0050,53.03946221258943,GE1,CA,,233.82835011560536,,1.007,402.0,26.4,24.09
607,GEV207_R0400_0051,53.03946221258943,GE1,CA,,263.87816725471316,,1.144,241.0,25.73,23.31
608,GEV207_R0400_0052,53.03946221258943,GE1,CA,,265.3889205826604,,1.129,269.0,25.73,23.85
609,GEV207_R0400_0053,53.03946221258943,GE1,CA,,177.74794538187467,,0.705,83510.0,27.1,25.82
610,GEV207_R0400_0054,53.03946221258943,GE1,CA,,177.48972728900614,,0.677,78055.0,28.12,25.97
611,GEV207_R0400_0055,53.03946221258943,GE1,CA,,148.4928568996117,,0.591,360314.0,25.62,24.84
612,GEV207_R0400_0056,53.03946221258943,GE1,CA,,147.65027385516578,,0.663,2570.0,25.86,24.69
613,GEV207_R0400_0058,53.03946221258943,GE1,CA,,146.43276126500726,,0.595,477127.0,25.31,24.02
614,GEV207_R0400_0061,53.03946221258943,GE1,CA,,117.98973030497396,,0.45,1623268.0,26.78,25.8
615,GEV207_R0400_0063,53.03946221258943,GE1,CA,,117.83158462533484,,,2719725.0,,27.0
616,GEV206_R0300_0219,52.55160082312203,GE1,CA,,189.61939174312894,,,375765.0,,
617,GEV206_R0300_0224,52.55160082312203,GE1,CA,,191.2411550965768,,0.54261586345,317800.0,35.8662869521971,35.88164750207861
619,GEV206_R0300_0480,49.448704739564306,GE1,CA,,300.0,,0.818,12809.0,37.48,37.22
620,GEV206_R0300_0481,49.448704739564306,GE1,CA,,300.0,,0.851,1225.0,36.21,35.87
621,GEV206_R0300_0482,49.448704739564306,GE1,CA,,300.0,,0.918,2405.0,32.95,32.36
622,GEV206_R0300_0484,49.448704739564306,GE1,CA,,300.0,,0.717,16105.0,40.78,35.48
623,GEV206_R0300_0486,49.448704739564306,GE1,CA,,255.18015719097687,,0.7437674704522321,50281.0,36.87512289288709,35.60490680073351
624,GEV206_R0300_0487,49.448704739564306,GE1,CA,,362.1751202938792,,1.04793,1575.0,35.79161711165583,34.9071410718235
625,GEV206_R0300_0488,49.448704739564306,GE1,CA,,359.2850432944181,,1.0321606672037176,570.0,35.47859031261414,34.968397508361036
626,GEV206_R0300_0489,49.448704739564306,GE1,CA,,362.39449574531596,,,1001.0,,
627,GEV206_R0300_0490,49.448704739564306,GE1,CA,,260.20886097907925,,0.7141352344616438,35286.0,36.95536148228223,36.407709789721835
628,GEV206_R0300_0492,50.64885806591711,GE1,CA,,265.27450605886975,,0.726487,20760.0,37.466384668588084,36.53390106443358
629,GEV206_R0300_0493,50.64885806591711,GE1,CA,,207.48236745680566,,,304399.0,,
630,GEV206_R0300_0310,53.08812668412148,GE1,CA,,178.8285676883661,,0.5279657770051809,998797.0,35.063209805075026,34.252333939419984
631,GEV206_R0300_0422,51.19718248718818,GE1,CA,,-469.481185143613,,-1.2138203,197825.0,,38.79
632,GEV206_R0300_0423,51.19718248718818,GE1,CA,,-470.4678442664767,,,2008.0,,39.29
633,GEV206_R0300_0439,49.065223262985924,GE1,CA,,-452.80139353416234,,,5616.0,,39.27
634,GEV206_R0300_0449,49.065223262985924,GE1,CA,,-452.7653932956205,,,15990.0,,37.13
635,GEV206_R0300_0451,49.065223262985924,GE1,CA,,-419.6267265516472,,,845622.0,,38.58
636,GEV206_R0300_0214,49.48825481220082,GE1,CA,,-470.43678172810604,,-1.2301913,469.0,,39.33
637,GEV206_R0300_0420,51.19718248718818,GE1,CA,,-470.45976788401117,,-1.18455665,398.0,,39.79
638,GEV206_R0300_0421,51.19718248718818,GE1,CA,,-466.0702756439299,,-1.1690198,3284.0,,39.92
639,GEV206_R0300_0424,51.19718248718818,GE1,CA,752.874114668044,-440.28413273358245,,,,,38.7
642,GEV213_R0390_0247,56.66,GE1,CA,,-144.168219582081,,,3654.0,,13.8
643,GEV213_R0390_0255,56.66,GE1,CA,,-156.471715239743,,,572.0,,14.2
644,GEV213_R0390_0256,56.66,GE1,CA,,-157.59043456417228,,,568.0,,14.6
651,GEV207_S0300_0201,,GE1,STT,652.531797252477,,,,1.0,32.184,
652,GEV207_S0300_0202,,GE1,STT,618.0049079701914,,,,1.0,31.635,
653,GEV207_S0300_0203,,GE1,STT,663.8194964885158,,,,1.0,32.54,
654,GEV207_S0300_0204,,GE1,STT,598.3585224843381,,,,1.0,31.182,
655,GEV207_S0300_0205,,GE1,STT,661.1628774098026,,,,1.0,33.059,
656,GEV207_S0300_0206,,GE1,STT,627.3898127451221,,,,1.0,32.331,
657,GEV207_S3700_0205,,GE1,STT,357.23141537514954,,1.7454,,1.0,28.729,
658,GEV207_S3700_0206,,GE1,STT,349.64704839189045,,1.7916,,1.0,27.819,
659,GEV207_S3700_0204,,GE1,STT,426.6487777758033,,,,1.0,30.416,
660,GEV207_S3700_0203,,GE1,STT,394.10609195425127,,,,1.0,28.719,
661,GEV207_S3700_0202,,GE1,STT,353.90697010623984,,,,1.0,28.47,
662,GEV207_S3700_0201,,GE1,STT,397.25607982871895,,1.8969,,1.0,29.885,
663,GEV207_S3800_0206,,GE1,STT,347.8367304350617,,1.0922,,1.0,33.867,
664,GEV207_S3800_0205,,GE1,STT,360.4420123501378,,1.2036,,1.0,35.815,
665,GEV207_S3800_0204,,GE1,STT,409.32548502129845,,1.3292,,1.0,33.212,
666,GEV207_S3800_0203,,GE1,STT,373.2318874682982,,1.2718,,1.0,32.048,
667,GEV207_S3800_0202,,GE1,STT,464.2956634785032,,1.5227,,1.0,33.013,
668,GEV207_S3800_0201,,GE1,STT,398.5608644898104,,1.4448,,1.0,31.137,
676,GEV206_I0130_0002,53.15,GE1,STT,47.87,,0.9540000000000001,,1.0,,
677,GEV206_I0130_0003,53.15,GE1,STT,49.22,,1.157,,1.0,,
678,GEV206_I0130_0004,53.15,GE1,STT,49.5,,1.1280000000000001,,1.0,,
679,GEV206_I0130_0005,53.15,GE1,STT,50.67,,1.308,,1.0,,
680,GEV206_I0130_0006,53.15,GE1,STT,50.67,,1.8880000000000001,,1.0,,
681,GEV206_I0130_0007,53.15,GE1,STT,50.76,,1.362,,1.0,,
682,GEV206_R0300_0309,53.08812668412148,GE1,CA,,179.15254523074847,,0.5310439256703535,1457815.0,35.813043602557585,35.65570714402478
683,GEV206_R0300_0305,53.08812668412148,GE1,CA,,485.00078198891515,,1.393941758599734,5285.0,35.58212203705938,
684,GEV206_R0300_0307,53.08812668412148,GE1,CA,,579.1237471622935,,1.6231553950792308,1213.0,36.84447902910702,
685,GEV206_R0300_0308,53.08812668412148,GE1,CA,,366.6841278156103,,,55253.0,,
686,GEV206_R0300_0299,53.08812668412148,GE1,CA,,261.1033321659113,,0.7759895131904104,330217.0,35.598353395296016,
687,GEV206_R0300_0298,53.08812668412148,GE1,CA,,210.97491508259665,,0.635553,185426.0,36.36319003025549,
688,GEV206_R0300_0292,53.53913058868417,GE1,CA,,-206.63889439925939,,-0.6557311988517446,248843.0,,35.21562668861453
689,GEV206_R0300_0294,53.08812668412148,GE1,CA,,-423.3999012066897,,-1.3805588634214536,0.5,,36.70146733794021
690,GEV206_R0300_0295,53.08812668412148,GE1,CA,,-315.5674692014916,,-0.9657318591890026,613515.0,,35.939479887063115
691,GEV206_R0300_0296,53.08812668412148,GE1,CA,,-366.48242489902543,,-1.1179488186096087,451169.0,,35.61759994440438
692,GEV206_R0300_0290,53.53913058868417,GE1,CA,,-418.15960292493355,,-1.6658924594174345,4.0,,34.21192572660871
693,GEV206_R0300_0287,53.53913058868417,GE1,CA,,-262.32535689364806,,-0.7855720194644817,1310500.0,,36.049920219810076
694,GEV206_R0300_0218,52.55160082312203,GE1,CA,,216.96507802425813,,0.6016734834107781,20937.0,36.544074102983316,36.501166229629646
695,GEV206_R0300_0114,50.80563921907239,GE1,CA,,179.96667283836328,,0.48231809178626167,682835.0,38.1473494632752,38.0519495931625
696,GEV206_R0300_0115,50.80563921907239,GE1,CA,,180.00809388911367,,0.485028144119431,675361.0,37.7732406334355,38.2317563014463
697,GEV206_R0300_0116,50.80563921907239,GE1,CA,,180.01925787409814,,0.4956505145216196,658702.0,37.4356670712909,37.0064584313308
698,GEV206_R0300_0117,50.80563921907239,GE1,CA,,299.9721752530982,,0.8105854915219604,6753.0,37.7215068376311,37.8182051762975
699,GEV206_R0300_0118,50.80563921907239,GE1,CA,,260.0378160596672,,0.7095693711015463,25565.0,37.2801189894654,37.2659960159309
700,GEV206_R0300_0119,50.80563921907239,GE1,CA,,210.26922465147538,,0.5882554305784788,135051.0,36.3434054956312,36.377515860989
701,GEV206_R0300_0120,50.80563921907239,GE1,CA,,260.0086599827219,,0.6974556448916771,40605.0,38.0279046926541,38.0734397281583
702,GEV206_R0300_0121,50.80563921907239,GE1,CA,,210.0180742827565,,0.5688026938455387,214983.0,37.5643055282701,37.6705775594717
703,GEV206_R0300_0122,50.80563921907239,GE1,CA,,210.04897666307892,,0.5683580773093603,167968.0,37.4632090280292,37.5065777477975
704,GEV206_R0300_0123,50.80563921907239,GE1,CA,,259.9512591389115,,0.7143170141695359,30712.0,37.2315285490482,37.3172233765215
705,GEV206_D0200_0004,52.970535131873156,GE1,CA,,,,0.5,0.0,,39.0
706,GEV206_D0200_0005,52.970535131873156,GE1,CA,,,,0.55,1965500.0,,40.0
707,GEV206_D0200_0006,52.970535131873156,GE1,CA,,,,0.6,517120.0,,39.6
708,GEV206_D0200_0007,52.970535131873156,GE1,CA,,,,0.65,0.0,,39.0
709,GEV206_D0200_0008,53.620098081087065,GE1,CA,,,,0.7,153660.0,,39.75
710,GEV206_D0200_0009,53.620098081087065,GE1,CA,,,,0.75,0.0,,39.0
711,GEV206_D0200_0010,53.620098081087065,GE1,CA,,,,0.8,98160.0,,40.13
712,GEV206_D0200_0012,53.620098081087065,GE1,CA,,,,0.9,46580.0,,41.2
713,GEV206_D0200_0013,53.620098081087065,GE1,CA,,,,0.95,19080.0,,40.0
714,GEV206_D0200_0014,53.620098081087065,GE1,CA,,,,1.0,19260.0,,40.22
715,GEV206_D0200_0015,53.620098081087065,GE1,CA,,,,1.05,13460.0,,41.27
716,GEV206_D0200_0011,53.620098081087065,GE1,CA,,,,1.15,3800.0,,39.0
718,GEV207_D0200_0008,54.42,GE1,CA,,,,0.8,317880.0,,29.2
719,GEV207_D0200_0009,54.42,GE1,CA,,,,0.9,159000.0,,29.3
720,GEV207_D0200_0010,54.42,GE1,CA,,,,1.0,49700.0,,29.5
722,GEV207_D0200_0012,54.42,GE1,CA,,,,1.2,16000.0,,28.74
723,GEV207_D0200_0013,54.42,GE1,CA,,,,1.3,9250.0,,30.2
724,GEV207_D0200_0014,54.42,GE1,CA,,,,1.4,8500.0,,28.3
725,GEV206_R0300_0348,53.396710149056986,GE1,CA,,268.7175187699187,,0.65,130393.0,43.05,43.25
726,GEV206_R0300_0349,53.396710149056986,GE1,CA,,352.1663732854628,,0.875,1941.0,41.688,42.22
727,GEV206_R0300_0350,53.396710149056986,GE1,CA,,350.9194676183716,,0.8,2237.0,43.7,48.16
728,GEV206_R0300_0351,53.396710149056986,GE1,CA,,345.7325080524769,,0.8,1673.0,42.66,57.16
729,GEV206_R0300_0352,53.396710149056986,GE1,CA,,347.23154533611,,0.8,2005.0,41.58,42.07
730,GEV207_R0400_0272,52.42023780111164,GE1,CA,,103.81679389312977,,0.35,6728478.0,29.94,30.55
731,GEV206_R0300_0076,53.31,GE1,STC,-445.9710981450112,,-1.17,,1.0,,38.56
732,GEV206_R0300_0077,53.31,GE1,STT,786.4653803948306,,,,1.0,39.41,
733,GEV206_R0300_0081,53.31,GE1,STT,818.467685874655,,,,1.0,39.363,
734,GEV207_R0400_0082,53.03946221258943,GE1,STT,504.3700145651768,,2.38,,1.0,26.26,
735,GEV207_R0400_0083,53.03946221258943,GE1,STT,508.1655434302682,,2.42,,1.0,26.806,
736,GEV207_R0400_0084,53.03946221258943,GE1,STT,514.5285731469123,,2.42,,1.0,26.49,
737,GEV207_R0400_0085,53.03946221258943,GE1,STT,504.5756822916664,,2.31,,1.0,26.67,
738,GEV207_R0400_0086,53.03946221258943,GE1,STT,521.9981201353872,,2.34,,1.0,27.44,
739,GEV207_R0400_0087,53.03946221258943,GE1,STC,-402.75801762304775,,-1.65,,1.0,,27.738
740,GEV207_R0400_0088,53.03946221258943,GE1,STC,-429.2860487636869,,-1.81,,1.0,,27.2457
741,GEV207_R0400_0089,53.03946221258943,GE1,STC,-450.42452788426635,,-1.82,,1.0,,28.02
742,GEV207_R0400_0090,53.03946221258943,GE1,STC,-472.1689278292198,,-1.83,,1.0,,28.569
743,GEV207_R0400_0091,53.03946221258943,GE1,STC,-491.52905501170113,,-1.77,,1.0,,28.233
744,GEV206_R0300_0078,53.31,GE1,CA,,268.2573670779413,,0.7065,63605.0,38.639,38.696
745,GEV206_R0300_0265,50.8175623622701,GE1,CA,,220.1546859660722,,0.5569,433521.0,39.913,39.571
746,GEV206_R0300_0266,50.8175623622701,GE1,CA,,183.88925868658245,,0.4658,1502047.0,39.586,39.623
747,GEV206_R0300_0267,50.8175623622701,GE1,CA,,219.46790007626507,,0.5513,479546.0,40.238,40.291
748,GEV206_R0300_0268,50.8175623622701,GE1,CA,,309.14604147326634,,0.7732,41581.0,40.419,40.267
749,GEV206_R0300_0269,50.8175623622701,GE1,STC,-546.0117866937823,,,,1.0,,
750,GEV206_R0300_0270,50.8175623622701,GE1,CA,,183.6477296041696,,0.4783,1063405.0,39.289,39.204
751,GEV206_R0300_0271,50.8175623622701,GE1,CA,,218.2248092627877,,0.5668,422882.0,38.927,38.669
752,GEV206_R0300_0272,50.8175623622701,GE1,CA,,184.34924369963687,,0.4763,1307035.0,38.823,38.727
753,GEV206_R0300_0273,50.8175623622701,GE1,CA,,270.0368416663822,,0.6995,62149.0,39.248,39.266
754,GEV206_R0300_0274,50.8175623622701,GE1,CA,,275.9595112205137,,0.7005,76709.0,39.991,39.907
755,GEV206_R0300_0276,53.53913058868417,GE1,STT,834.9523639524061,,2.2299198498000004,,1.0,38.57332366788013,
756,GEV206_R0300_0277,53.53913058868417,GE1,STT,839.475278785165,,2.1937115415,,1.0,39.10338984994577,
757,GEV206_R0300_0278,53.53913058868417,GE1,STT,860.8923753758332,,2.325661814,,1.0,38.50219361294672,
758,GEV206_R0300_0280,53.53913058868417,GE1,STT,840.4027358802551,,2.253327367331777,,1.0,39.21781574778635,
759,GEV206_R0300_0281,53.53913058868417,GE1,STT,831.5806026533215,,2.258907681814064,,1.0,39.32993357148914,
760,GEV206_R0300_0282,53.53913058868417,GE1,STT,825.7109776087327,,2.3509813597,,1.0,36.39726004935426,
761,GEV206_R0330_0012,51.61059136399159,GE1,STT,128.31938721024906,,2.31766811655,,1.0,,
762,GEV206_R0330_0013,51.61059136399159,GE1,STT,121.327692955418,,2.3874269131999997,,1.0,,
763,GEV206_R0330_0014,51.61059136399159,GE1,STT,123.03754555580824,,2.3865170544999996,,1.0,,
764,GEV206_R0330_0015,51.61059136399159,GE1,STT,124.91397405605028,,2.3959248650000005,,1.0,,
765,GEV206_R0330_0016,51.61059136399159,GE1,STT,118.79731995510916,,2.6526632263499996,,1.0,,
766,GEV206_R0330_0017,51.61059136399159,GE1,STT,118.22234291070193,,1.96413076835,,1.0,,
767,GEV213_R0390_0119,56.66,GE1,STT,58.92488381480411,,0.45841172745000003,,1.0,14.71485148378975,
768,GEV213_R0390_0120,56.66,GE1,STT,55.30876045821992,,0.4263333109,,1.0,15.21134381135652,
769,GEV213_R0390_0121,56.66,GE1,STT,57.3665833201958,,0.45960836755,,1.0,14.934536634546273,
770,GEV213_R0390_0122,56.66,GE1,STT,57.497536163743,,0.4636361249,,1.0,14.488462397222401,
771,GEV213_R0390_0124,56.66,GE1,STT,56.233882598356324,,0.4243556663,,1.0,15.079093747102988,
772,GEV213_R0390_0125,56.66,GE1,STT,58.34085498974958,,0.4652787022,,1.0,14.47943104640738,
801,GEV206_D0200_0030,53.19,GE1,CA,,,,0.5,1468027.0,7.0,40.62
802,GEV206_D0200_0031,53.19,GE1,CA,,,,0.68,182543.0,3.7,38.2
803,GEV206_D0200_0032,53.19,GE1,CA,,,,1.2,3664.0,3.0,40.5
804,GEV206_D0200_0033,53.19,GE1,CA,,,,0.86,18107.0,2.3,38.7
805,GEV206_D0200_0034,53.19,GE1,CA,,,,0.95,12614.0,1.9,39.1
806,GEV206_D0200_0035,53.19,GE1,CA,,,,1.04,6631.0,1.6,40.12
808,GEV207_D0200_0016,54.42,GE1,CA,,,,0.5,2992703.0,7.0,29.25
809,GEV207_D0200_0018,54.59,GE1,CA,,,,0.68,189588.0,3.7,29.37
810,GEV207_D0200_0019,54.59,GE1,CA,,,,1.29,58607.0,2.9485696866471827,29.28
811,GEV207_D0200_0020,54.59,GE1,CA,,,,1.2,3648.0,1.2165254962354553,29.22
812,GEV207_D0200_0021,54.59,GE1,CA,,,,0.95,12414.0,1.938395472438336,29.26
813,GEV207_D0200_0022,54.59,GE1,CA,,,,0.77,11133.0,1.6319214190981433,29.0
814,GEV206_D1200_0001,52.28109780985611,GE1,CA,,,,0.68,188900.0,3.6926119937439315,40.73
816,GEV206_D1200_0007,52.28109780985611,GE1,CA,,,,0.77,95000.0,2.931675581694895,40.01
817,GEV206_D1200_0008,52.28109780985611,GE1,CA,,,,1.04,13700.0,1.6,38.0
818,GEV206_D1200_0009,52.28109780985611,GE1,CA,,,,1.04,18300.0,1.6,38.9
819,GEV206_D1200_0010,52.28109780985611,GE1,CA,,,,1.04,2100.0,1.6,38.3
821,GEV207_D1200_0001,52.28130802833506,GE1,CA,,,,0.5,10000000.0,7.0,27.1
822,GEV207_D1200_0002,52.28130802833506,GE1,CA,,,,1.45,5150.0,0.7778096682930828,29.0
823,GEV207_D1200_0006,52.28130802833506,GE1,CA,,,,1.3,6850.0,1.0339767935709208,27.14
824,GEV207_D1200_0008,52.28130802833506,GE1,CA,,,,0.95,74900.0,1.919929720653768,27.37
825,GEV207_D1200_0009,52.28130802833506,GE1,CA,,,,1.04,66300.0,1.651490711953554,26.55
826,GEV207_D1200_0010,52.28130802833506,GE1,CA,,,,0.77,2082200.0,3.136791906845383,25.5
827,GEV213_R0390_0246,56.66,GE1,CA,,-112.70962432792872,,,354604.0,,13.74
828,GEV213_R0390_0251,56.66,GE1,CA,63.75344168773571,-125.15865124065118,,,187657.0,,14.41
829,GEV213_R0390_0252,56.66,GE1,CA,,-112.45488908685405,,,393994.0,,14.15
830,GEV213_R0390_0249,56.66,GE1,CA,57.98483374459613,-99.96735947526149,,,1607683.0,,15.2
831,GEV213_R0390_0250,56.66,GE1,CA,,-119.74320405350589,,,78117.0,,14.54
835,GEV213_R0390_0270,56.66,GE1,CA,,31.99855186361173,,0.2201502,15461.0,14.27,14.89
836,GEV213_R0390_0257,56.66,GE1,CA,,20.01652739646467,,0.1286703333,212743.0,14.22,14.34
839,GEV213_R0390_0263,56.66,GE1,CA,,34.98862980959946,,0.228591,7530.0,14.65,15.29
840,GEV213_R0390_0244,56.66,GE1,CA,,24.995348333290153,,0.1735094286,111156.0,14.51,14.95
841,GEV213_R0390_0254,56.66,GE1,CA,,17.83152356966124,,0.108596,1400021.0,14.27,16.47
842,GEV213_R0390_0264,56.66,GE1,CA,,35.99841591823361,,0.244777,20692.0,14.45,
843,GEV213_R0390_0266,56.66,GE1,CA,,31.999539039820625,,0.212812,18918.0,14.6,
844,GEV213_R0390_0265,56.66,GE1,CA,,26.99455697738712,,0.179230666667,120382.0,14.5,
845,GEV213_R0390_0262,56.66,GE1,CA,,37.997227764481444,,0.25123,13235.0,15.04,
846,GEV213_R0390_0238,54.75,GE1,CA,,23.99831244973114,,0.15904925,393826.0,14.87,
847,GEV206_R0300_0425,51.19718248718818,GE1,CA,425.18366299569476,179.5182364128455,,0.4565274286,2000011.0,39.52,39.75
848,GEV206_R0300_0426,51.19718248718818,GE1,CA,,264.7928932976788,,0.6975993636,93347.0,38.15,38.44
849,GEV213_R0390_0239,54.75,GE1,CA,,-136.83036179356876,,-1.0841045499999948,19268.0,,15.76
851,GEV213_R0390_0242,56.66,GE1,CA,,26.816572503285173,,0.176557,51941.0,14.85,15.38
852,GEV213_R0390_0248,56.66,GE1,CA,,26.625988940743266,,0.1804568,54605.0,14.45,14.98
854,GEV213_R0390_0259,56.66,GE1,CA,,26.950171587926828,,0.18190820000000002,15561.0,14.32,14.69
855,GEV213_R0390_0267,56.66,GE1,CA,,46.92707991187189,,0.338319,511.0,14.41,14.68
856,GEV213_R0390_0268,56.66,GE1,CA,,-133.08589443910935,,,23541.0,,15.23
857,GEV206_R0300_0452,49.065223262985924,GE1,CA,,340.36939313984163,,0.8897157499999999,4300.0,38.45,38.76
858,GEV206_R0300_0497,50.64885806591711,GE1,CA,,335.67525370804054,,0.885779625,3228.0,38.38,38.56
859,GEV206_R0300_0628,51.11270435980972,GE1,CA,,344.6388179243442,,0.8965965,5787.0,38.77,39.03
862,GEV206_R0300_0442,49.065223262985924,GE1,CA,,175.96983248161334,,0.4551568571,1734291.0,38.58,38.47
863,GEV206_I1100_0001,52.57778561074821,GE1,STT,667.69,,2.0014793732956244,,1.0,34.771802008361966,
864,GEV206_I1100_0002,52.57778561074821,GE1,STT,646.04,,1.8940711948518016,,1.0,38.660773083864946,
865,GEV206_I1100_0015,52.57778561074821,GE1,STT,679.2359999999999,,1.856765337524103,,1.0,38.52212734882589,
866,GEV206_I1100_0006,52.57778561074821,GE1,STT,604.74,,1.6177983127756053,,1.0,40.043061516678144,
867,GEV206_I1100_0007,52.57778561074821,GE1,STT,712.033,,1.7537817900679726,,1.0,37.821107426434295,
868,GEV206_I1100_0008,52.57778561074821,GE1,STT,574.9530000000001,,1.3798969728022425,,1.0,38.723375076895685,
869,GEV206_I1100_0012,52.57778561074821,GE1,STT,706.48,,1.6903140502187424,,1.0,36.34995487358016,
870,GEV206_I1100_0014,52.57778561074821,GE1,STT,715.3435,,1.776699663285085,,1.0,37.229707640729835,
871,GEV206_I1190_0001,54.56900941371934,GE1,STT,53.68,,0.5806993363294649,,1.0,11.436436247563705,
872,GEV206_I1190_0003,54.56900941371934,GE1,STT,53.74,,0.6027738253285163,,1.0,11.783649721460572,
873,GEV206_I1190_0006,54.56900941371934,GE1,STT,55.14,,0.6046911329899539,,1.0,11.573480574093693,
874,GEV206_I1190_0008,54.56900941371934,GE1,STT,49.72,,0.5254605890023448,,1.0,12.2936871854813,
875,GEV206_I1190_0017,54.56900941371934,GE1,STT,53.33,,0.5002194973531404,,1.0,13.051040428375277,
877,GEV206_I1190_0007,54.56900941371934,GE1,STT,,,0.5324664143925008,,1.0,12.845161220666018,
881,GEV206_R0300_0625,51.11270435980972,GE1,CA,,175.5306249158478,,0.4461675,1177955.0,39.41,39.68
882,GEV213_R0390_0350,55.05,GE1,CA,,26.945276434656805,,0.1741712857,17719.0,14.78,15.85
883,GEV213_R0390_0348,55.05,GE1,CA,,26.95182532485688,,0.179524,20685.0,14.39,15.2
884,GEV213_R0390_0330,55.05,GE1,CA,,-153.35670755880395,,,494.0,,15.76
885,GEV213_R0390_0324,55.05,GE1,CA,,46.91416845394894,,0.313925,285.0,14.92,15.99
886,GEV213_R0390_0323,55.05,GE1,CA,,-153.34976774024048,,,706.0,,15.32
887,GEV213_R0390_0321,55.05,GE1,CA,,-153.35237015619282,,,490.0,,15.48
888,GEV213_R0390_0319,55.05,GE1,CA,,26.949660068927848,,0.18323499999999998,8216.0,14.08,14.88
889,GEV213_R0390_0316,55.05,GE1,CA,,-153.33930163824712,,,275.0,,16.13
890,GEV213_R0390_0302,55.05,GE1,CA,,46.92088281746226,,0.31128133333,6.0,15.14,16.19
891,GEV213_R0390_0290,55.05,GE1,CA,,26.94756125619062,,0.1646838571,10151.0,15.73,16.64
892,GEV213_R0390_0285,55.05,GE1,CA,,-153.35619721507828,,,486.0,,15.81
893,GEV213_R0390_0282,55.05,GE1,CA,,-149.61083635437052,,-1.348747875,171.0,,14.98
894,GEV213_R0390_0280,55.05,GE1,CA,,46.92481555157528,,0.29983257143000003,370.0,15.39,16.56
895,GEV213_R0390_0274,55.05,GE1,CA,,26.946593657407895,,0.17191422222199998,9873.0,14.37,15.93
896,GEV213_R0390_0271,55.05,GE1,CA,,-153.35422065782177,,,156.0,,15.4
897,GEV213_R0390_0329,55.05,GE1,CA,,-136.83593341935716,,,24985.0,,15.5
898,GEV213_R0390_0326,55.05,GE1,CA,,-136.84011388919737,,-1.1798954,5177.0,,15.52
899,GEV213_R0390_0325,55.05,GE1,CA,,-115.00913450559487,,-0.7911879999999994,2414948.0,,16.61
900,GEV213_R0390_0315,55.05,GE1,CA,,46.926081233054646,,0.32818257143,235.0,14.68,14.99
901,GEV213_R0390_0314,55.05,GE1,CA,,46.925295765227204,,0.33839857143,195.0,14.44,14.58
902,GEV213_R0390_0310,55.05,GE1,CA,,-114.05355006122174,,,1562675.0,,14.91
903,GEV213_R0390_0305,55.05,GE1,CA,,26.949158041595016,,0.1690246,10781.0,15.54,16.08
904,GEV213_R0390_0301,55.05,GE1,CA,,-136.84081281846647,,,32399.0,,16.05
905,GEV213_R0390_0300,55.05,GE1,CA,,-136.84305209379903,,,10390.0,,16.62
907,GEV213_R0390_0295,55.05,GE1,CA,,46.92253410919407,,0.32072425,374.0,15.21,15.42
908,GEV213_R0390_0294,55.05,GE1,CA,,29.999035253077615,,0.19703199999999998,7136.0,14.85,
909,GEV213_R0390_0291,55.05,GE1,CA,,46.926398318325134,,0.33229014286,545.0,14.64,14.88
910,GEV208_I1000_0027,52.53,GE1,STT,110.93045593862014,,,,1.0,13.86,
911,GEV208_I1000_0025,52.53,GE1,STT,114.50443586779559,,,,1.0,14.4,
912,GEV208_I1000_0024,52.53,GE1,STT,111.32399577167018,,,,1.0,14.48,
913,GEV208_I1000_0023,52.53,GE1,STT,108.6996622475388,,,,1.0,14.33,
914,GEV208_I1000_0022,52.53,GE1,STT,112.64515808174443,,,,1.0,13.64,
915,GEV208_I1000_0021,52.53,GE1,STT,114.46740858505565,,,,1.0,14.23,
916,GEV208_I1000_0020,52.53,GE1,STT,114.90946233361562,,,,1.0,14.09,
918,GEV208_I1000_0018,52.53,GE1,STT,109.54081313325653,,,,1.0,14.26,
919,GEV208_I1000_0017,52.44,GE1,STT,112.02794179707203,,,,1.0,14.14,
920,GEV208_I1000_0016,52.44,GE1,STT,113.82149924646338,,,,1.0,14.78,
921,GEV208_I1000_0015,52.44,GE1,STT,115.61634391770711,,,,1.0,14.36,
922,GEV208_I1000_0014,52.44,GE1,STT,112.01274873665785,,,,1.0,14.75,
923,GEV208_I1000_0013,52.44,GE1,STT,115.26258386489076,,,,1.0,14.12,
924,GEV208_I1000_0012,52.44,GE1,STT,110.32610890612791,,,,1.0,13.54,
925,GEV208_I1000_0011,52.44,GE1,STT,114.80912371425194,,,,1.0,14.18,
926,GEV208_I1000_0010,52.44,GE1,STT,111.10311452692588,,,,1.0,14.91,
927,GEV208_I1000_0009,52.44,GE1,STT,111.64918312820187,,,,1.0,13.24,
928,GEV208_I1000_0008,52.44,GE1,STT,110.5388107567785,,,,1.0,13.59,
929,GEV208_I1000_0007,52.44,GE1,STT,110.11088359154658,,,,1.0,14.21,
930,GEV208_I1000_0006,52.44,GE1,STT,108.08343442982056,,,,1.0,13.63,
